customer_id,email,signup_date,country
cus_00108,user108@example.com,2025-02-05 15:36:14,GB
cus_00109,user109@example.com,2023-05-22 05:20:54,GB
cus_00110,user110@example.com,2023-03-15 04:37:32,US
cus_00111,user111@example.com,2023-06-20 08:00:57,GB
cus_00112,user112@example.com,2023-08-26 10:20:14,DE
cus_00113,user113@example.com,2023-09-06 12:33:40,GB
cus_00114,user114@example.com,2024-10-17 19:15:51,US
cus_00115,user115@example.com,2023-04-09 16:29:04,DE
cus_00116,user116@example.com,2024-08-20 17:09:54,CA
cus_00117,user117@example.com,2024-08-15 19:47:53,GB
cus_00118,user118@example.com,2025-07-14 16:19:50,US
cus_00119,user119@example.com,2024-12-28 02:09:52,CA
cus_00120,user120@example.com,2025-04-01 22:48:45,CA
cus_00121,user121@example.com,2024-01-26 13:23:51,AU
cus_00122,user122@example.com,2025-05-09 09:45:22,DE
cus_00123,user123@example.com,2023-01-18 20:02:36,GB
cus_00124,user124@example.com,2023-06-27 22:47:54,US
cus_00125,user125@example.com,2025-04-14 03:42:17,AU
cus_00126,user126@example.com,2024-02-19 11:57:50,DE
cus_00127,user127@example.com,2024-06-12 10:39:39,AU
cus_00128,user128@example.com,2023-06-23 06:57:59,DE
cus_00129,user129@example.com,2024-03-31 22:28:40,DE
cus_00130,user130@example.com,2024-11-06 09:13:24,GB
cus_00131,user131@example.com,2023-09-03 16:32:54,DE
cus_00132,user132@example.com,2024-12-05 20:02:45,AU
cus_00133,user133@example.com,2023-01-06 00:59:38,DE
cus_00134,user134@example.com,2024-02-14 03:51:19,GB
cus_00135,user135@example.com,2025-02-16 15:12:10,GB
cus_00136,user136@example.com,2023-10-05 12:37:29,AU
cus_00137,user137@example.com,2025-02-27 15:44:40,CA
cus_00138,user138@example.com,2023-06-15 07:16:58,CA
cus_00139,user139@example.com,2024-04-08 14:49:41,DE
cus_00140,user140@example.com,2025-02-27 15:02:38,US
cus_00141,user141@example.com,2023-11-05 23:56:36,DE
cus_00142,user142@example.com,2023-08-26 10:15:39,AU
cus_00143,user143@example.com,2024-08-03 20:31:07,AU
cus_00144,user144@example.com,2023-09-08 22:59:04,AU
cus_00145,user145@example.com,2025-04-17 21:30:27,AU
cus_00146,user146@example.com,2025-04-03 21:01:04,AU
cus_00147,user147@example.com,2023-01-01 21:19:18,GB
cus_00148,user148@example.com,2024-05-18 13:24:49,CA
cus_00149,user149@example.com,2025-01-29 00:32:28,AU
cus_00150,user150@example.com,2023-01-31 06:08:44,US
cus_00151,user151@example.com,2023-06-23 18:43:51,US
cus_00152,user152@example.com,2024-07-17 20:54:13,US
cus_00153,user153@example.com,2024-04-22 16:57:27,US
cus_00154,user154@example.com,2024-01-07 23:25:45,GB
cus_00155,user155@example.com,2023-03-31 23:36:24,US
cus_00156,user156@example.com,2024-01-10 04:20:37,AU
cus_00157,user157@example.com,2025-05-31 08:35:59,DE
cus_00158,user158@example.com,2023-05-03 08:16:32,US
cus_00159,user159@example.com,2023-05-14 01:23:31,GB
cus_00160,user160@example.com,2025-01-24 23:02:15,GB
cus_00161,user161@example.com,2023-04-18 12:25:46,US
cus_00162,user162@example.com,2025-04-07 12:43:31,DE
cus_00163,user163@example.com,2023-07-15 08:41:30,US
cus_00164,user164@example.com,2023-07-19 10:46:50,GB
cus_00165,user165@example.com,2025-01-08 07:48:40,CA
cus_00166,user166@example.com,2025-05-04 02:09:49,AU
cus_00167,user167@example.com,2023-09-14 12:22:45,GB
cus_00168,user168@example.com,2024-02-16 18:01:38,US
cus_00169,user169@example.com,2025-03-30 17:06:16,AU
cus_00170,user170@example.com,2024-10-19 07:43:32,US
cus_00171,user171@example.com,2023-11-26 00:24:33,US
cus_00172,user172@example.com,2025-04-17 18:24:55,CA
cus_00173,user173@example.com,2023-11-09 11:27:18,AU
cus_00174,user174@example.com,2024-04-29 05:37:32,AU
cus_00175,user175@example.com,2024-09-11 19:30:39,CA
cus_00176,user176@example.com,2024-08-03 02:07:31,GB
cus_00177,user177@example.com,2024-11-11 13:33:17,US
cus_00178,user178@example.com,2025-03-15 00:37:33,DE
cus_00179,user179@example.com,2024-12-02 08:37:24,US
cus_00180,user180@example.com,2023-07-07 23:21:48,US
cus_00181,user181@example.com,2024-01-21 02:35:28,GB
cus_00182,user182@example.com,2023-12-16 01:19:26,US
cus_00183,user183@example.com,2023-04-10 11:03:30,CA
cus_00184,user184@example.com,2024-06-09 04:44:36,CA
cus_00185,user185@example.com,2023-02-02 16:12:50,AU
cus_00186,user186@example.com,2025-07-02 21:44:19,DE
cus_00187,user187@example.com,2025-05-10 11:41:28,US
cus_00188,user188@example.com,2023-12-24 11:17:56,US
cus_00189,user189@example.com,2025-07-03 02:38:15,GB
cus_00190,user190@example.com,2023-12-09 02:17:57,CA
cus_00191,user191@example.com,2023-01-12 04:05:38,DE
cus_00192,user192@example.com,2023-04-21 06:48:50,AU
cus_00193,user193@example.com,2023-04-02 10:58:23,CA
cus_00194,user194@example.com,2023-12-22 15:34:06,AU
cus_00195,user195@example.com,2023-04-15 16:51:58,GB
cus_00196,user196@example.com,2023-02-18 19:09:35,GB
cus_00197,user197@example.com,2024-05-28 07:16:01,US
cus_00198,user198@example.com,2023-04-21 01:45:12,DE
cus_00199,user199@example.com,2025-03-09 17:07:46,AU
cus_00200,user200@example.com,2024-01-05 17:27:21,CA
cus_00201,user201@example.com,2024-03-08 14:23:05,GB
cus_00202,user202@example.com,2025-01-24 01:33:51,US
cus_00203,user203@example.com,2023-11-29 19:19:37,US
cus_00204,user204@example.com,2025-04-17 16:05:53,AU
cus_00205,user205@example.com,2023-07-25 12:56:35,GB
cus_00206,user206@example.com,2025-06-06 02:01:46,DE
cus_00207,user207@example.com,2025-06-14 02:43:38,GB
cus_00208,user208@example.com,2025-01-04 06:27:11,AU
cus_00209,user209@example.com,2024-01-13 11:35:37,AU
cus_00210,user210@example.com,2025-01-04 17:42:33,GB
cus_00211,user211@example.com,2024-09-24 08:17:43,AU
cus_00212,user212@example.com,2023-10-23 18:59:46,GB
cus_00213,user213@example.com,2023-05-27 12:43:14,CA
cus_00214,user214@example.com,2023-05-31 13:50:33,GB
cus_00215,user215@example.com,2024-10-31 14:45:10,GB
cus_00216,user216@example.com,2024-07-04 09:10:14,AU
cus_00217,user217@example.com,2024-10-20 00:09:20,AU
cus_00218,user218@example.com,2024-09-30 15:00:13,US
cus_00219,user219@example.com,2024-12-26 11:56:29,US
cus_00220,user220@example.com,2023-03-26 03:38:53,CA
cus_00221,user221@example.com,2023-06-02 21:17:03,US
cus_00222,user222@example.com,2023-04-05 03:48:15,GB
cus_00223,user223@example.com,2024-09-17 10:48:33,AU
cus_00224,user224@example.com,2024-06-11 02:07:04,US
cus_00225,user225@example.com,2023-06-19 17:50:41,US
cus_00226,user226@example.com,2024-01-22 06:34:48,CA
cus_00227,user227@example.com,2023-10-25 14:59:44,CA
cus_00228,user228@example.com,2023-10-23 11:30:07,GB
cus_00229,user229@example.com,2025-04-13 02:10:55,AU
cus_00230,user230@example.com,2024-11-27 21:31:31,CA
cus_00231,user231@example.com,2023-08-06 18:22:29,US
cus_00232,user232@example.com,2024-10-17 08:53:15,AU
cus_00233,user233@example.com,2023-10-13 00:55:47,AU
cus_00234,user234@example.com,2024-03-08 16:54:56,US
cus_00235,user235@example.com,2024-12-19 16:01:28,CA
cus_00236,user236@example.com,2024-01-24 01:27:33,US
cus_00237,user237@example.com,2023-04-28 02:33:08,AU
cus_00238,user238@example.com,2024-11-19 09:06:41,DE
cus_00239,user239@example.com,2025-05-04 21:36:53,DE
cus_00240,user240@example.com,2023-06-02 02:18:07,GB
cus_00241,user241@example.com,2023-03-20 14:04:10,US
cus_00242,user242@example.com,2025-04-19 18:34:44,US
cus_00243,user243@example.com,2023-01-23 22:12:45,GB
cus_00244,user244@example.com,2023-05-25 21:05:17,GB
cus_00245,user245@example.com,2024-01-03 04:51:58,GB
cus_00246,user246@example.com,2023-09-16 08:31:39,AU
cus_00247,user247@example.com,2024-09-23 08:12:51,US
cus_00248,user248@example.com,2025-01-24 10:00:48,AU
cus_00249,user249@example.com,2025-01-17 18:20:33,GB
cus_00250,user250@example.com,2023-11-29 01:04:36,US
cus_00251,user251@example.com,2024-09-14 23:51:56,AU
cus_00252,user252@example.com,2023-04-02 02:05:10,AU
cus_00253,user253@example.com,2023-09-13 18:07:00,GB
cus_00254,user254@example.com,2024-08-11 17:08:31,US
cus_00255,user255@example.com,2023-01-04 08:21:29,GB
cus_00256,user256@example.com,2024-08-29 11:58:41,US
cus_00257,user257@example.com,2024-02-16 23:29:11,DE
cus_00258,user258@example.com,2024-12-07 19:56:29,CA
cus_00259,user259@example.com,2024-03-19 02:51:43,CA
cus_00260,user260@example.com,2024-10-19 02:51:43,CA
cus_00261,user261@example.com,2025-05-13 08:32:41,GB
cus_00262,user262@example.com,2025-01-26 00:25:31,DE
cus_00263,user263@example.com,2023-08-29 11:14:38,US
cus_00264,user264@example.com,2023-10-22 23:54:20,AU
cus_00265,user265@example.com,2024-04-05 22:04:10,US
cus_00266,user266@example.com,2023-12-05 04:28:39,AU
cus_00267,user267@example.com,2023-04-01 20:24:54,US
cus_00268,user268@example.com,2025-06-18 17:24:22,DE
cus_00269,user269@example.com,2025-04-22 06:30:08,AU
cus_00270,user270@example.com,2023-04-05 16:39:46,GB
cus_00271,user271@example.com,2024-05-02 04:02:05,US
cus_00272,user272@example.com,2023-03-30 19:16:33,US
cus_00273,user273@example.com,2023-03-19 21:26:30,AU
cus_00274,user274@example.com,2025-06-26 11:43:09,GB
cus_00275,user275@example.com,2025-01-10 15:57:51,GB
cus_00276,user276@example.com,2025-02-20 03:37:15,DE
cus_00277,user277@example.com,2025-04-05 01:49:03,GB
cus_00278,user278@example.com,2023-09-02 13:31:03,GB
cus_00279,user279@example.com,2023-03-30 08:37:27,GB
cus_00280,user280@example.com,2025-02-27 21:13:07,CA
cus_00281,user281@example.com,2023-05-05 10:46:18,DE
cus_00282,user282@example.com,2023-10-16 16:03:24,US
cus_00283,user283@example.com,2023-04-17 10:39:37,AU
cus_00284,user284@example.com,2025-07-13 08:31:00,US
cus_00285,user285@example.com,2023-04-16 13:45:52,DE
cus_00286,user286@example.com,2024-01-01 09:02:12,AU
cus_00287,user287@example.com,2024-09-19 05:50:37,DE
cus_00288,user288@example.com,2023-07-06 05:41:48,GB
cus_00289,user289@example.com,2025-06-03 23:02:19,AU
cus_00290,user290@example.com,2024-01-18 11:34:24,GB
cus_00291,user291@example.com,2025-06-18 07:40:00,US
cus_00292,user292@example.com,2025-07-12 13:16:50,US
cus_00293,user293@example.com,2023-03-03 17:40:35,AU
cus_00294,user294@example.com,2023-05-08 08:33:46,AU
cus_00295,user295@example.com,2024-10-13 05:50:15,DE
cus_00296,user296@example.com,2025-06-25 16:52:48,DE
cus_00297,user297@example.com,2025-05-28 01:11:13,GB
cus_00298,user298@example.com,2025-03-23 02:45:08,AU
cus_00299,user299@example.com,2024-05-06 11:07:21,US
cus_00300,user300@example.com,2024-02-10 02:02:59,DE
cus_00301,user301@example.com,2023-11-14 07:20:05,DE
cus_00302,user302@example.com,2024-05-03 01:37:24,US
cus_00303,user303@example.com,2024-01-06 18:51:26,DE
cus_00304,user304@example.com,2024-02-17 14:49:36,GB
cus_00305,user305@example.com,2024-09-06 19:57:57,AU
cus_00306,user306@example.com,2023-07-23 07:29:45,US
cus_00307,user307@example.com,2024-04-11 00:42:06,AU
cus_00308,user308@example.com,2024-12-11 06:34:03,DE
cus_00309,user309@example.com,2024-05-06 03:56:24,DE
cus_00310,user310@example.com,2023-04-23 16:36:12,US
cus_00311,user311@example.com,2023-01-15 11:18:19,GB
cus_00312,user312@example.com,2024-12-12 22:07:21,CA
cus_00313,user313@example.com,2025-05-24 13:55:27,US
cus_00314,user314@example.com,2023-06-05 07:34:16,CA
cus_00315,user315@example.com,2023-04-24 19:21:27,CA
cus_00316,user316@example.com,2025-04-15 04:27:48,GB
cus_00317,user317@example.com,2023-11-28 02:58:07,CA
cus_00318,user318@example.com,2025-02-24 20:44:54,CA
cus_00319,user319@example.com,2024-02-16 23:23:17,GB
cus_00320,user320@example.com,2023-07-25 18:20:19,CA
cus_00321,user321@example.com,2024-06-26 03:59:32,CA
cus_00322,user322@example.com,2023-04-17 20:43:33,CA
cus_00323,user323@example.com,2024-01-15 11:34:59,US
cus_00324,user324@example.com,2024-07-28 00:58:06,US
cus_00325,user325@example.com,2024-03-18 17:06:00,US
cus_00326,user326@example.com,2023-09-03 01:13:41,GB
cus_00327,user327@example.com,2024-11-11 16:42:17,DE
cus_00328,user328@example.com,2025-04-23 20:38:00,CA
cus_00329,user329@example.com,2024-04-14 22:39:23,CA
cus_00330,user330@example.com,2025-04-01 16:20:18,GB
cus_00331,user331@example.com,2023-01-13 03:39:59,CA
cus_00332,user332@example.com,2025-05-11 13:04:18,US
cus_00333,user333@example.com,2024-04-10 01:38:55,DE
cus_00334,user334@example.com,2023-06-10 21:59:04,AU
cus_00335,user335@example.com,2023-07-28 14:44:08,CA
cus_00336,user336@example.com,2024-02-15 20:00:15,US
cus_00337,user337@example.com,2023-06-29 07:29:33,AU
cus_00338,user338@example.com,2023-06-16 06:35:25,DE
cus_00339,user339@example.com,2025-05-09 09:40:20,AU
cus_00340,user340@example.com,2023-08-30 11:31:05,US
cus_00341,user341@example.com,2024-02-28 01:52:38,AU
cus_00342,user342@example.com,2024-03-13 16:38:06,GB
cus_00343,user343@example.com,2023-11-24 04:50:33,AU
cus_00344,user344@example.com,2024-06-16 15:30:13,CA
cus_00345,user345@example.com,2023-11-13 06:39:28,CA
cus_00346,user346@example.com,2024-02-15 02:01:59,GB
cus_00347,user347@example.com,2025-02-24 03:00:55,US
cus_00348,user348@example.com,2025-01-28 21:47:15,CA
cus_00349,user349@example.com,2024-01-26 02:28:43,DE
cus_00350,user350@example.com,2023-03-20 21:55:12,CA
cus_00351,user351@example.com,2023-05-24 09:08:10,CA
cus_00352,user352@example.com,2024-10-20 00:02:57,US
cus_00353,user353@example.com,2024-03-05 19:23:11,AU
cus_00354,user354@example.com,2023-03-10 11:40:25,CA
cus_00355,user355@example.com,2023-01-06 12:11:34,GB
cus_00356,user356@example.com,2024-06-02 03:53:20,AU
cus_00357,user357@example.com,2023-07-23 05:18:37,DE
cus_00358,user358@example.com,2024-02-11 22:24:00,US
cus_00359,user359@example.com,2023-09-09 00:12:45,DE
cus_00360,user360@example.com,2024-11-17 08:49:18,AU
cus_00361,user361@example.com,2025-05-07 00:08:12,AU
cus_00362,user362@example.com,2024-10-26 09:19:26,AU
cus_00363,user363@example.com,2025-05-21 08:07:25,DE
cus_00364,user364@example.com,2023-01-16 00:30:45,AU
cus_00365,user365@example.com,2023-06-23 18:57:38,DE
cus_00366,user366@example.com,2023-04-27 21:17:39,AU
cus_00367,user367@example.com,2023-08-20 13:08:47,GB
cus_00368,user368@example.com,2025-04-27 13:04:49,AU
cus_00369,user369@example.com,2023-02-25 23:13:34,DE
cus_00370,user370@example.com,2024-07-27 13:22:10,CA
cus_00371,user371@example.com,2025-06-23 21:31:50,AU
cus_00372,user372@example.com,2025-05-08 07:37:43,CA
cus_00373,user373@example.com,2023-08-19 01:20:11,GB
cus_00374,user374@example.com,2024-10-29 15:36:36,US
cus_00375,user375@example.com,2023-07-17 23:30:48,GB
cus_00376,user376@example.com,2023-03-06 23:29:34,AU
cus_00377,user377@example.com,2024-04-23 20:42:15,CA
cus_00378,user378@example.com,2024-07-20 11:11:37,CA
cus_00379,user379@example.com,2023-03-03 23:23:19,DE
cus_00380,user380@example.com,2024-07-09 20:05:42,CA
cus_00381,user381@example.com,2023-11-23 08:13:15,DE
cus_00382,user382@example.com,2024-01-23 15:08:34,US
cus_00383,user383@example.com,2023-06-09 16:25:26,AU
cus_00384,user384@example.com,2024-07-03 10:05:42,DE
cus_00385,user385@example.com,2025-05-19 17:58:13,US
cus_00386,user386@example.com,2024-09-23 06:50:49,CA
cus_00387,user387@example.com,2023-08-29 02:09:57,CA
cus_00388,user388@example.com,2024-01-03 18:12:26,US
cus_00389,user389@example.com,2023-09-10 10:30:17,CA
cus_00390,user390@example.com,2023-10-03 00:59:26,US
cus_00391,user391@example.com,2024-10-02 11:26:59,DE
cus_00392,user392@example.com,2023-02-08 12:06:09,DE
cus_00393,user393@example.com,2023-10-06 15:03:00,US
cus_00394,user394@example.com,2024-05-31 00:46:18,DE
cus_00395,user395@example.com,2024-10-01 13:46:45,DE
cus_00396,user396@example.com,2024-01-21 12:20:43,DE
cus_00397,user397@example.com,2024-02-19 11:14:16,GB
cus_00398,user398@example.com,2023-09-05 07:19:32,AU
cus_00399,user399@example.com,2023-06-17 22:05:49,CA
cus_00400,user400@example.com,2024-08-17 06:11:20,GB
cus_00401,user401@example.com,2023-03-02 03:45:28,DE
cus_00402,user402@example.com,2025-01-01 04:35:45,US
cus_00403,user403@example.com,2023-12-12 12:55:48,DE
cus_00404,user404@example.com,2023-11-07 00:36:51,AU
cus_00405,user405@example.com,2024-12-16 01:20:54,DE
cus_00406,user406@example.com,2024-06-27 04:12:39,US
cus_00407,user407@example.com,2024-04-19 02:20:24,AU
cus_00408,user408@example.com,2023-12-20 13:22:29,DE
cus_00409,user409@example.com,2023-12-13 07:11:32,AU
cus_00410,user410@example.com,2023-02-06 18:16:26,CA
cus_00411,user411@example.com,2023-10-28 00:24:01,CA
cus_00412,user412@example.com,2024-09-10 23:53:18,DE
cus_00413,user413@example.com,2024-05-24 22:29:33,AU
cus_00414,user414@example.com,2024-03-08 19:04:29,US
cus_00415,user415@example.com,2023-04-18 20:11:35,DE
cus_00416,user416@example.com,2024-03-09 14:32:02,CA
cus_00417,user417@example.com,2024-06-29 11:40:35,CA
cus_00418,user418@example.com,2025-03-02 08:01:12,DE
cus_00419,user419@example.com,2024-09-12 21:05:24,AU
cus_00420,user420@example.com,2025-04-12 23:34:17,CA
cus_00421,user421@example.com,2024-05-29 10:09:42,AU
cus_00422,user422@example.com,2023-02-12 21:01:21,CA
cus_00423,user423@example.com,2023-06-29 04:15:07,CA
cus_00424,user424@example.com,2024-02-10 18:48:30,GB
cus_00425,user425@example.com,2023-10-05 09:29:26,CA
cus_00426,user426@example.com,2025-06-20 21:57:14,US
cus_00427,user427@example.com,2024-02-17 09:18:12,DE
cus_00428,user428@example.com,2023-03-01 10:19:54,DE
cus_00429,user429@example.com,2023-06-18 09:32:23,AU
cus_00430,user430@example.com,2024-11-06 01:42:40,CA
cus_00431,user431@example.com,2024-06-21 00:08:58,US
cus_00432,user432@example.com,2024-05-02 06:44:16,AU
cus_00433,user433@example.com,2024-11-08 21:56:35,GB
cus_00434,user434@example.com,2025-03-05 11:14:01,AU
cus_00435,user435@example.com,2023-06-29 15:35:14,AU
cus_00436,user436@example.com,2024-08-21 09:07:35,CA
cus_00437,user437@example.com,2025-06-14 16:45:37,GB
cus_00438,user438@example.com,2023-10-23 06:39:01,AU
cus_00439,user439@example.com,2024-01-31 16:44:36,US
cus_00440,user440@example.com,2023-03-10 22:50:59,US
cus_00441,user441@example.com,2024-11-08 09:24:09,DE
cus_00442,user442@example.com,2023-01-03 15:03:19,GB
cus_00443,user443@example.com,2025-03-18 16:02:07,GB
cus_00444,user444@example.com,2025-04-16 10:56:43,DE
cus_00445,user445@example.com,2023-11-03 02:00:07,AU
cus_00446,user446@example.com,2024-07-19 19:09:38,GB
cus_00447,user447@example.com,2024-10-31 23:55:57,US
cus_00448,user448@example.com,2023-04-19 16:48:45,US
cus_00449,user449@example.com,2024-05-27 22:44:58,CA
cus_00450,user450@example.com,2024-05-02 15:37:24,GB
cus_00451,user451@example.com,2023-07-13 14:22:06,AU
cus_00452,user452@example.com,2024-04-11 12:49:32,DE
cus_00453,user453@example.com,2025-02-26 18:53:50,DE
cus_00454,user454@example.com,2024-04-25 10:58:04,AU
cus_00455,user455@example.com,2024-09-26 09:59:28,CA
cus_00456,user456@example.com,2024-05-21 16:58:48,DE
cus_00457,user457@example.com,2024-09-17 02:34:25,GB
cus_00458,user458@example.com,2024-04-04 06:49:29,CA
cus_00459,user459@example.com,2025-05-11 05:59:43,GB
cus_00460,user460@example.com,2023-07-17 17:37:59,US
cus_00461,user461@example.com,2023-10-26 00:19:01,CA
cus_00462,user462@example.com,2024-10-15 03:22:31,DE
cus_00463,user463@example.com,2024-08-11 23:33:37,CA
cus_00464,user464@example.com,2023-09-28 08:12:34,CA
cus_00465,user465@example.com,2025-06-03 01:46:54,CA
cus_00466,user466@example.com,2024-04-12 12:13:28,CA
cus_00467,user467@example.com,2024-09-22 19:34:46,GB
cus_00468,user468@example.com,2025-05-01 04:34:47,US
cus_00469,user469@example.com,2023-01-01 15:08:04,AU
cus_00470,user470@example.com,2024-04-17 01:16:45,CA
cus_00471,user471@example.com,2024-03-21 16:55:07,DE
cus_00472,user472@example.com,2023-11-23 12:10:42,CA
cus_00473,user473@example.com,2024-10-29 19:23:30,DE
cus_00474,user474@example.com,2025-06-19 23:23:59,GB
cus_00475,user475@example.com,2024-05-15 14:19:19,DE
cus_00476,user476@example.com,2024-12-23 08:00:58,AU
cus_00477,user477@example.com,2024-11-17 06:58:35,US
cus_00478,user478@example.com,2024-11-17 20:54:43,DE
cus_00479,user479@example.com,2023-11-28 23:21:56,DE
cus_00480,user480@example.com,2025-03-05 01:56:52,US
cus_00481,user481@example.com,2025-01-05 01:39:34,AU
cus_00482,user482@example.com,2023-09-21 14:33:13,CA
cus_00483,user483@example.com,2023-05-12 17:24:24,DE
cus_00484,user484@example.com,2024-03-16 20:19:26,US
